x,y
-58.2658,30.864
-58.279,30.8909
-58.2922,30.9179
-58.3055,30.9448
-58.3188,30.9717
-58.332,30.9986
-58.3452,31.0255
-58.3585,31.0524
-58.3716,31.0794
-58.3848,31.1063
-58.398,31.1333
-58.4112,31.1602
-58.4244,31.1872
-58.4377,31.2141
-58.4509,31.241
-58.4642,31.2679
-58.4776,31.2947
-58.491,31.3216
-58.5044,31.3484
-58.5178,31.3752
-58.5313,31.4021
-58.5448,31.4289
-58.5583,31.4556
-58.5718,31.4824
-58.5854,31.5092
-58.599,31.5359
-58.6126,31.5627
-58.6262,31.5894
-58.6399,31.6161
-58.6536,31.6428
-58.6673,31.6694
-58.681,31.6961
-58.6947,31.7228
-58.7085,31.7495
-58.7222,31.7761
-58.7359,31.8028
-58.7496,31.8295
-58.7634,31.8562
-58.7772,31.8828
-58.791,31.9095
-58.8048,31.9361
-58.8187,31.9627
-58.8326,31.9892
-58.8466,32.0158
-58.8605,32.0424
-58.8745,32.0689
-58.8886,32.0954
-58.9027,32.1219
-58.9167,32.1484
-58.9308,32.1749
-58.9449,32.2013
-58.959,32.2278
-58.9732,32.2543
-58.9874,32.2807
-59.0016,32.3071
-59.0157,32.3336
-59.0298,32.3601
-59.044,32.3865
-59.0582,32.4129
-59.0724,32.4393
-59.0867,32.4658
-59.1009,32.4921
-59.1152,32.5185
-59.1296,32.5449
-59.1439,32.5712
-59.1583,32.5975
-59.1728,32.6238
-59.1873,32.6501
-59.2018,32.6763
-59.2163,32.7026
-59.2309,32.7288
-59.2455,32.755
-59.2602,32.7812
-59.2749,32.8073
-59.2896,32.8335
-59.3044,32.8596
-59.3192,32.8857
-59.334,32.9118
-59.3488,32.9378
-59.3637,32.9639
-59.3787,32.9899
-59.3936,33.0159
-59.4086,33.0419
-59.4237,33.0678
-59.4388,33.0938
-59.4539,33.1197
-59.469,33.1456
-59.4842,33.1714
-59.4994,33.1973
-59.5146,33.2232
-59.5299,33.249
-59.5451,33.2748
-59.5605,33.3006
-59.5758,33.3264
-59.5912,33.3521
-59.6066,33.3779
-59.6221,33.4036
-59.6376,33.4293
-59.6531,33.4549
-59.6687,33.4806
-59.6843,33.5062
-59.6999,33.5318
-59.7156,33.5574
-59.7313,33.5829
-59.7471,33.6085
-59.7628,33.634
-59.7786,33.6595
-59.7945,33.685
-59.8104,33.7104
-59.8263,33.7359
-59.8422,33.7613
-59.8582,33.7867
-59.8742,33.812
-59.8902,33.8374
-59.9063,33.8627
-59.9224,33.888
-59.9386,33.9133
-59.9548,33.9386
-59.971,33.9638
-59.9872,33.989
-60.0035,34.0142
-60.0198,34.0394
-60.0362,34.0645
-60.0525,34.0897
-60.0689,34.1148
-60.0854,34.1399
-60.1019,34.165
-60.1183,34.19
-60.1349,34.2151
-60.1514,34.2401
-60.168,34.2651
-60.1846,34.2901
-60.2013,34.315
-60.218,34.3399
-60.2347,34.3649
-60.2514,34.3898
-60.2682,34.4146
-60.2849,34.4396
-60.3016,34.4645
-60.3183,34.4894
-60.335,34.5143
-60.3517,34.5392
-60.3685,34.5641
-60.3853,34.5889
-60.4022,34.6137
-60.4191,34.6385
-60.4359,34.6633
-60.4529,34.6881
-60.4698,34.7128
-60.4868,34.7376
-60.5039,34.7623
-60.5209,34.787
-60.5379,34.8117
-60.555,34.8363
-60.5721,34.861
-60.5892,34.8856
-60.6064,34.9102
-60.6236,34.9348
-60.6408,34.9594
-60.658,34.984
-60.6751,35.0086
-60.6922,35.0332
-60.7094,35.0578
-60.7266,35.0824
-60.7438,35.107
-60.7611,35.1315
-60.7783,35.1561
-60.7955,35.1807
-60.8126,35.2053
-60.8298,35.2299
-60.847,35.2545
-60.8642,35.279
-60.8814,35.3036
-60.8987,35.3281
-60.916,35.3527
-60.9332,35.3772
-60.9505,35.4017
-60.9679,35.4262
-60.9852,35.4507
-61.0026,35.4751
-61.02,35.4995
-61.0374,35.524
-61.0547,35.5485
-61.072,35.573
-61.0894,35.5975
-61.1067,35.622
-61.1239,35.6465
-61.1412,35.6711
-61.1584,35.6956
-61.1756,35.7202
-61.1928,35.7448
-61.21,35.7694
-61.2271,35.794
-61.2442,35.8187
-61.2613,35.8433
-61.2785,35.8679
-61.2956,35.8925
-61.3129,35.9171
-61.3301,35.9417
-61.3473,35.9662
-61.3646,35.9907
-61.3819,36.0152
-61.3993,36.0397
-61.4167,36.0641
-61.4341,36.0886
-61.4515,36.113
-61.4689,36.1374
-61.4863,36.1619
-61.5036,36.1864
-61.521,36.2108
-61.5385,36.2352
-61.5559,36.2596
-61.5734,36.284
-61.5909,36.3084
-61.6084,36.3327
-61.626,36.357
-61.6435,36.3814
-61.6611,36.4056
-61.6788,36.4299
-61.6964,36.4542
-61.7141,36.4784
-61.7317,36.5027
-61.7494,36.527
-61.767,36.5513
-61.7845,36.5756
-61.8021,36.5999
-61.8196,36.6243
-61.8372,36.6486
-61.8547,36.6729
-61.8722,36.6973
-61.8897,36.7216
-61.9073,36.746
-61.9248,36.7703
-61.9424,36.7946
-61.96,36.8189
-61.9777,36.8431
-61.9954,36.8674
-62.0131,36.8916
-62.0308,36.9158
-62.0486,36.94
-62.0664,36.9641
-62.0842,36.9882
-62.1021,37.0123
-62.1199,37.0364
-62.1378,37.0605
-62.1557,37.0846
-62.1737,37.1086
-62.1917,37.1326
-62.2097,37.1566
-62.2277,37.1806
-62.2458,37.2045
-62.2639,37.2285
-62.2821,37.2523
-62.3002,37.2762
-62.3185,37.3
-62.3367,37.3239
-62.355,37.3477
-62.3733,37.3714
-62.3916,37.3952
-62.41,37.4189
-62.4284,37.4426
-62.4468,37.4663
-62.4653,37.4899
-62.4838,37.5135
-62.5023,37.5371
-62.5209,37.5607
-62.5395,37.5842
-62.5581,37.6077
-62.5767,37.6312
-62.5954,37.6547
-62.6141,37.6782
-62.6329,37.7016
-62.6517,37.725
-62.6705,37.7484
-62.6893,37.7717
-62.7082,37.795
-62.727,37.8183
-62.746,37.8416
-62.7649,37.8649
-62.7839,37.8881
-62.8029,37.9113
-62.8219,37.9345
-62.841,37.9577
-62.8601,37.9808
-62.8792,38.004
-62.8983,38.0271
-62.9174,38.0502
-62.9366,38.0732
-62.9558,38.0963
-62.975,38.1193
-62.9942,38.1424
-63.0134,38.1654
-63.0326,38.1885
-63.0518,38.2116
-63.071,38.2346
-63.0903,38.2576
-63.1096,38.2806
-63.1289,38.3035
-63.1482,38.3264
-63.1676,38.3494
-63.1869,38.3723
-63.2063,38.3952
-63.2257,38.4181
-63.2451,38.441
-63.2646,38.4638
-63.284,38.4866
-63.3035,38.5094
-63.3231,38.5322
-63.3426,38.5549
-63.3622,38.5777
-63.3818,38.6004
-63.4014,38.6231
-63.421,38.6458
-63.4406,38.6685
-63.4603,38.6912
-63.4799,38.7138
-63.4996,38.7365
-63.5194,38.7591
-63.5391,38.7817
-63.5588,38.8042
-63.5786,38.8268
-63.5984,38.8494
-63.6182,38.8719
-63.638,38.8944
-63.6579,38.9169
-63.6778,38.9393
-63.6977,38.9618
-63.7177,38.9842
-63.7376,39.0066
-63.7576,39.0289
-63.7776,39.0513
-63.7976,39.0737
-63.8175,39.0961
-63.8375,39.1185
-63.8575,39.1409
-63.8775,39.1632
-63.8975,39.1856
-63.9176,39.2079
-63.9377,39.2301
-63.9578,39.2524
-63.978,39.2746
-63.9981,39.2968
-64.0183,39.319
-64.0386,39.3411
-64.0588,39.3632
-64.0791,39.3854
-64.0994,39.4075
-64.1197,39.4296
-64.14,39.4517
-64.1603,39.4737
-64.1807,39.4958
-64.2011,39.5178
-64.2215,39.5397
-64.2419,39.5617
-64.2624,39.5836
-64.2829,39.6056
-64.3034,39.6274
-64.3239,39.6493
-64.3445,39.6712
-64.365,39.693
-64.3856,39.7148
-64.4062,39.7366
-64.4269,39.7584
-64.4475,39.7801
-64.4682,39.8019
-64.4888,39.8237
-64.5095,39.8455
-64.5301,39.8673
-64.5506,39.8891
-64.5712,39.9109
-64.5917,39.9328
-64.6123,39.9547
-64.6328,39.9766
-64.6533,39.9985
-64.6737,40.0204
-64.6942,40.0424
-64.7147,40.0643
-64.7352,40.0862
-64.7557,40.108
-64.7763,40.1299
-64.7969,40.1517
-64.8175,40.1735
-64.8382,40.1952
-64.8588,40.217
-64.8795,40.2387
-64.9003,40.2604
-64.921,40.2821
-64.9418,40.3037
-64.9626,40.3254
-64.9833,40.347
-65.0042,40.3686
-65.025,40.3902
-65.0458,40.4117
-65.0667,40.4333
-65.0876,40.4548
-65.1084,40.4764
-65.1293,40.498
-65.1501,40.5196
-65.1708,40.5413
-65.1916,40.5629
-65.2123,40.5846
-65.2331,40.6063
-65.2538,40.628
-65.2744,40.6498
-65.2951,40.6715
-65.3157,40.6933
-65.3364,40.715
-65.3571,40.7367
-65.3778,40.7584
-65.3985,40.7801
-65.4193,40.8018
-65.44,40.8234
-65.4608,40.8451
-65.4817,40.8667
-65.5025,40.8882
-65.5234,40.9098
-65.5442,40.9314
-65.565,40.953
-65.5858,40.9746
-65.6067,40.9962
-65.6275,41.0178
-65.6483,41.0394
-65.669,41.0611
-65.6899,41.0827
-65.7107,41.1042
-65.7316,41.1258
-65.7524,41.1473
-65.7734,41.1688
-65.7943,41.1903
-65.8152,41.2118
-65.8362,41.2333
-65.8572,41.2547
-65.8782,41.2761
-65.8992,41.2975
-65.9202,41.319
-65.9412,41.3404
-65.9621,41.3619
-65.983,41.3834
-66.0039,41.405
-66.0248,41.4265
-66.0457,41.448
-66.0667,41.4695
-66.0876,41.491
-66.1086,41.5124
-66.1295,41.5339
-66.1506,41.5553
-66.1716,41.5767
-66.1926,41.598
-66.2137,41.6194
-66.2347,41.6408
-66.2558,41.6622
-66.2768,41.6835
-66.2979,41.7049
-66.3189,41.7264
-66.3398,41.7478
-66.3608,41.7693
-66.3817,41.7908
-66.4026,41.8123
-66.4235,41.8338
-66.4444,41.8554
-66.4652,41.8769
-66.4861,41.8985
-66.507,41.92
-66.5279,41.9416
-66.5488,41.9631
-66.5697,41.9846
-66.5906,42.0061
-66.6115,42.0276
-66.6323,42.0492
-66.6532,42.0708
-66.674,42.0924
-66.6948,42.114
-66.7155,42.1357
-66.7363,42.1573
-66.757,42.179
-66.7778,42.2007
-66.7984,42.2224
-66.8191,42.2442
-66.8398,42.2659
-66.8606,42.2876
-66.8813,42.3092
-66.9021,42.3309
-66.9229,42.3525
-66.9437,42.3741
-66.9645,42.3957
-66.9854,42.4172
-67.0063,42.4388
-67.0272,42.4603
-67.0481,42.4818
-67.069,42.5033
-67.09,42.5247
-67.111,42.5462
-67.132,42.5676
-67.153,42.5891
-67.1739,42.6105
-67.1949,42.632
-67.2158,42.6535
-67.2368,42.675
-67.2577,42.6965
-67.2786,42.718
-67.2995,42.7395
-67.3203,42.7611
-67.3412,42.7827
-67.362,42.8043
-67.3828,42.8258
-67.4036,42.8475
-67.4244,42.8691
-67.4452,42.8907
-67.466,42.9123
-67.4869,42.9339
-67.5077,42.9554
-67.5286,42.977
-67.5495,42.9985
-67.5705,43.02
-67.5914,43.0414
-67.6124,43.0629
-67.6334,43.0843
-67.6544,43.1057
-67.6754,43.1271
-67.6965,43.1485
-67.7175,43.1699
-67.7386,43.1912
-67.7597,43.2125
-67.7809,43.2338
-67.802,43.2551
-67.8231,43.2765
-67.8442,43.2978
-67.8652,43.3192
-67.8863,43.3405
-67.9073,43.3619
-67.9283,43.3833
-67.9493,43.4048
-67.9703,43.4262
-67.9913,43.4477
-68.0122,43.4692
-68.0331,43.4906
-68.0541,43.5121
-68.0751,43.5336
-68.096,43.555
-68.117,43.5765
-68.138,43.5979
-68.1589,43.6194
-68.1799,43.6408
-68.2009,43.6623
-68.2219,43.6837
-68.2428,43.7052
-68.2638,43.7267
-68.2847,43.7482
-68.3056,43.7697
-68.3265,43.7912
-68.3474,43.8128
-68.3683,43.8343
-68.3892,43.8558
-68.4101,43.8773
-68.4311,43.8988
-68.452,43.9202
-68.473,43.9416
-68.494,43.9631
-68.5151,43.9845
-68.5361,44.0058
-68.5571,44.0273
-68.5781,44.0487
-68.5991,44.0701
-68.62,44.0916
-68.641,44.1131
-68.6619,44.1346
-68.6828,44.1561
-68.7036,44.1777
-68.7245,44.1993
-68.7453,44.2209
-68.7661,44.2425
-68.7869,44.2641
-68.8077,44.2857
-68.8284,44.3074
-68.8492,44.3291
-68.8699,44.3508
-68.8907,44.3724
-68.9115,44.394
-68.9323,44.4156
-68.9532,44.4372
-68.974,44.4587
-68.9949,44.4803
-69.0158,44.5018
-69.0368,44.5233
-69.0577,44.5447
-69.0787,44.5662
-69.0997,44.5876
-69.1207,44.609
-69.1417,44.6304
-69.1628,44.6518
-69.1838,44.6732
-69.2048,44.6946
-69.2258,44.7161
-69.2467,44.7375
-69.2677,44.759
-69.2886,44.7805
-69.3095,44.8021
-69.3304,44.8236
-69.3512,44.8452
-69.3721,44.8668
-69.3929,44.8883
-69.4137,44.9099
-69.4346,44.9315
-69.4555,44.953
-69.4764,44.9745
-69.4973,44.996
-69.5183,45.0175
-69.5392,45.0389
-69.5602,45.0604
-69.5812,45.0818
-69.6023,45.1032
-69.6233,45.1245
-69.6444,45.1459
-69.6655,45.1672
-69.6866,45.1886
-69.7076,45.2099
-69.7287,45.2313
-69.7497,45.2527
-69.7707,45.2742
-69.7917,45.2956
-69.8126,45.3171
-69.8336,45.3385
-69.8546,45.3599
-69.8757,45.3813
-69.8967,45.4027
-69.9178,45.4241
-69.9388,45.4454
-69.9599,45.4667
-69.9811,45.488
-70.0022,45.5093
-70.0234,45.5306
-70.0445,45.5518
-70.0657,45.5731
-70.0869,45.5943
-70.1081,45.6155
-70.1293,45.6368
-70.1504,45.6581
-70.1715,45.6794
-70.1926,45.7008
-70.2136,45.7222
-70.2346,45.7436
-70.2556,45.765
-70.2766,45.7864
-70.2976,45.8079
-70.3185,45.8294
-70.3395,45.8509
-70.3604,45.8724
-70.3813,45.8939
-70.4021,45.9155
-70.423,45.937
-70.4438,45.9586
-70.4647,45.9801
-70.4857,46.0016
-70.5066,46.0231
-70.5276,46.0445
-70.5486,46.066
-70.5696,46.0874
-70.5906,46.1088
-70.6117,46.1302
-70.6327,46.1515
-70.6538,46.1729
-70.6748,46.1943
-70.6958,46.2157
-70.7169,46.2371
-70.7379,46.2585
-70.759,46.2798
-70.78,46.3012
-70.801,46.3226
-70.822,46.3441
-70.843,46.3655
-70.8639,46.387
-70.8848,46.4085
-70.9058,46.43
-70.9266,46.4515
-70.9475,46.4731
-70.9684,46.4947
-70.9892,46.5162
-71.01,46.5379
-71.0308,46.5595
-71.0516,46.5811
-71.0724,46.6027
-71.0933,46.6242
-71.1142,46.6458
-71.1351,46.6673
-71.156,46.6888
-71.177,46.7102
-71.198,46.7317
-71.219,46.7531
-71.24,46.7745
-71.261,46.7959
-71.2821,46.8172
-71.3032,46.8386
-71.3242,46.8599
-71.3453,46.8812
-71.3665,46.9025
-71.3876,46.9239
-71.4087,46.9452
-71.4298,46.9665
-71.4508,46.9879
-71.4719,47.0092
-71.4929,47.0306
-71.5139,47.0521
-71.5349,47.0735
-71.5559,47.095
-71.5768,47.1164
-71.5978,47.1379
-71.6187,47.1594
-71.6396,47.1809
-71.6606,47.2023
-71.6816,47.2238
-71.7026,47.2452
-71.7236,47.2666
-71.7447,47.2879
-71.7658,47.3092
-71.7869,47.3305
-71.808,47.3518
-71.8292,47.3731
-71.8503,47.3943
-71.8715,47.4155
-71.8928,47.4367
-71.914,47.4579
-71.9353,47.4791
-71.9566,47.5002
-71.9779,47.5213
-71.9992,47.5424
-72.0205,47.5635
-72.0419,47.5846
-72.0631,47.6057
-72.0844,47.6268
-72.1057,47.648
-72.1269,47.6692
-72.1481,47.6904
-72.1693,47.7116
-72.1905,47.7328
-72.2117,47.754
-72.2329,47.7752
-72.254,47.7965
-72.2752,47.8178
-72.2963,47.8391
-72.3174,47.8604
-72.3385,47.8816
-72.3597,47.9029
-72.3808,47.9241
-72.402,47.9453
-72.4232,47.9665
-72.4445,47.9877
-72.4657,48.0089
-72.4869,48.03
-72.5082,48.0512
-72.5294,48.0723
-72.5506,48.0935
-72.5719,48.1146
-72.5931,48.1358
-72.6143,48.157
-72.6355,48.1782
-72.6566,48.1994
-72.6778,48.2206
-72.6989,48.2419
-72.7201,48.2631
-72.7413,48.2843
-72.7624,48.3055
-72.7836,48.3266
-72.8048,48.3478
-72.8261,48.3689
-72.8473,48.39
-72.8685,48.4111
-72.8898,48.4322
-72.9111,48.4533
-72.9323,48.4744
-72.9536,48.4955
-72.9748,48.5166
-72.996,48.5377
-73.0171,48.5589
-73.0383,48.58
-73.0594,48.6012
-73.0805,48.6224
-73.1016,48.6436
-73.1228,48.6647
-73.1439,48.6859
-73.165,48.707
-73.1862,48.7282
-73.2073,48.7493
-73.2284,48.7705
-73.2495,48.7916
-73.2706,48.8128
-73.2917,48.8339
-73.3128,48.855
-73.3339,48.8761
-73.3551,48.8971
-73.3762,48.9182
-73.3972,48.9393
-73.4183,48.9603
-73.4394,48.9814
-73.4604,49.0025
-73.4814,49.0236
-73.5024,49.0447
-73.5235,49.0657
-73.5445,49.0868
-73.5656,49.1078
-73.5866,49.1287
-73.6077,49.1496
-73.6288,49.1705
-73.6498,49.1914
-73.6709,49.2123
-73.6919,49.2332
-73.713,49.254
-73.734,49.2749
-73.755,49.2958
-73.7759,49.3166
-73.7968,49.3375
-73.8176,49.3584
-73.8385,49.3792
-73.8593,49.4001
-73.8801,49.4209
-73.9009,49.4417
-73.9217,49.4625
-73.9424,49.4833
-73.9631,49.504
-73.9838,49.5248
-74.0045,49.5455
-74.0251,49.5662
-74.0457,49.5868
-74.0663,49.6074
-74.0868,49.628
-74.1074,49.6485
-74.1279,49.669
-74.1484,49.6894
-74.1689,49.7097
-74.1894,49.73
-74.2099,49.7503
-74.2303,49.7704
-74.2508,49.7905
-74.2712,49.8105
-74.2916,49.8304
-74.312,49.8502
-74.3323,49.87
-74.3526,49.8897
-74.3729,49.9092
-74.3932,49.9287
-74.4134,49.948
-74.4337,49.9672
-74.454,49.9863
-74.4742,50.0052
-74.4944,50.024
-74.5147,50.0425
-74.5349,50.0609
-74.5551,50.079
-74.5754,50.097
-74.5956,50.1147
-74.6158,50.1323
-74.636,50.1496
-74.6561,50.1667
-74.6763,50.1835
-74.6963,50.2002
-74.7162,50.2167
-74.7361,50.2329
-74.7558,50.249
-74.7754,50.2648
-74.7949,50.2804
-74.8142,50.2959
-74.8333,50.3111
-74.8522,50.3262
-74.871,50.341
-74.8895,50.3556
-74.9077,50.37
-74.9257,50.3842
-74.9434,50.3982
-74.9609,50.4119
-74.9781,50.4254
-74.9949,50.4386
-75.0114,50.4516
-75.0275,50.4643
-75.0432,50.4767
-75.0586,50.4888
-75.0735,50.5006
-75.0879,50.5122
-75.1019,50.5234
-75.1154,50.5342
-75.1283,50.5448
-75.1407,50.5549
-75.1525,50.5647
-75.1637,50.5739
-75.1743,50.5828
-75.1843,50.5911
-75.1936,50.599
-75.2021,50.6063
-75.21,50.6129
-75.2171,50.619
-75.2239,50.6248
-75.2306,50.6305
-75.2372,50.6362
-75.2438,50.6418
-75.2504,50.6475
-75.2568,50.6531
-75.2632,50.6587
-75.2695,50.6643
-75.2757,50.6698
-75.2818,50.6753
-75.2879,50.6808
-75.2939,50.6862
-75.2997,50.6916
-75.3055,50.6969
-75.3112,50.7022
-75.3168,50.7074
-75.3223,50.7126
-75.3277,50.7177
-75.3329,50.7227
-75.338,50.7277
-75.343,50.7326
-75.3479,50.7374
-75.3527,50.7421
-75.3573,50.7467
-75.3618,50.7512
-75.3662,50.7556
-75.3704,50.7598
-75.3745,50.7639
-75.3784,50.7679
-75.3821,50.7717
-75.3857,50.7754
-75.3891,50.779
-75.3926,50.7827
-75.396,50.7863
-75.3994,50.7899
-75.4028,50.7936
-75.4062,50.7972
-75.4096,50.8009
-75.413,50.8046
-75.4163,50.8083
-75.4197,50.8121
-75.423,50.8158
-75.4262,50.8196
-75.4295,50.8234
-75.4328,50.8272
-75.436,50.831
-75.4392,50.8348
-75.4424,50.8386
-75.4456,50.8425
-75.4488,50.8464
-75.4519,50.8503
-75.455,50.8542
-75.4581,50.8581
-75.4611,50.8621
-75.4642,50.8661
-75.4672,50.8701
-75.4702,50.8741
-75.4731,50.8781
-75.476,50.8822
-75.4789,50.8862
-75.4818,50.8903
-75.4846,50.8945
-75.4875,50.8986
-75.4903,50.9027
-75.493,50.9069
-75.4958,50.9111
-75.4985,50.9153
-75.5012,50.9195
-75.5038,50.9237
-75.5065,50.928
-75.5091,50.9323
-75.5116,50.9366
-75.5142,50.9409
-75.5167,50.9452
-75.5192,50.9496
-75.5217,50.9539
-75.5241,50.9583
-75.5265,50.9627
-75.5289,50.9671
-75.5313,50.9716
-75.5336,50.976
-75.5359,50.9805
-75.5382,50.985
-75.5405,50.9896
-75.5427,50.9942
-75.545,50.9988
-75.5472,51.0034
-75.5494,51.0081
-75.5515,51.0129
-75.5537,51.0177
-75.5559,51.0226
-75.558,51.0276
-75.5602,51.0327
-75.5623,51.0379
-75.5645,51.0433
-75.5667,51.0489
-75.5689,51.0547
-75.5712,51.0609
-75.5734,51.0674
-75.5757,51.0743
-75.578,51.0819
-75.5803,51.0901
-75.5825,51.0992
-75.5847,51.1093
-75.5866,51.1204
-75.5884,51.1325
-75.5899,51.1456
-75.5911,51.1597
-75.592,51.1748
-75.5926,51.1908
-75.593,51.2078
-75.593,51.2257
-75.5927,51.2446
-75.5922,51.2644
-75.5915,51.2852
-75.5906,51.3069
-75.5896,51.3296
-75.5886,51.3532
-75.5875,51.3778
-75.5864,51.4027
-75.5854,51.4274
-75.5843,51.4518
-75.5833,51.4759
-75.5823,51.4997
-75.5813,51.5233
-75.5803,51.5465
-75.5793,51.5694
-75.5784,51.5919
-75.5775,51.614
-75.5766,51.6358
-75.5757,51.6571
-75.575,51.678
-75.5742,51.6985
-75.5735,51.7185
-75.5729,51.738
-75.5724,51.7569
-75.572,51.7754
-75.5717,51.7932
-75.5716,51.8105
-75.5717,51.8271
-75.5718,51.843
-75.572,51.8582
-75.5723,51.8727
-75.5726,51.8865
-75.573,51.8994
-75.5734,51.9114
-75.5738,51.9226
-75.5742,51.9328
-75.5746,51.9421
-75.5749,51.9504
-75.5752,51.9578
-75.5755,51.9642
-75.5757,51.9697
-75.5759,51.9747
-75.5761,51.9797
-75.5762,51.9847
-75.5762,51.9896
-75.5763,51.9946
-75.5763,51.9996
-75.5763,52.0046
-75.5762,52.0096
-75.5761,52.0146
-75.576,52.0196
-75.5759,52.0246
-75.5757,52.0296
-75.5755,52.0346
-75.5752,52.0396
-75.5749,52.0446
-75.5746,52.0496
-75.5743,52.0546
-75.5739,52.0596
-75.5735,52.0646
-75.573,52.0696
-75.5725,52.0745
-75.572,52.0795
-75.5715,52.0845
-75.5709,52.0894
-75.5703,52.0944
-75.5697,52.0994
-75.569,52.1043
-75.5683,52.1093
-75.5675,52.1142
-75.5668,52.1192
-75.566,52.1241
-75.5651,52.129
-75.5643,52.134
-75.5634,52.1389
-75.5624,52.1438
-75.5615,52.1487
-75.5605,52.1537
-75.5594,52.1586
-75.5584,52.1635
-75.5573,52.1684
-75.5562,52.1733
-75.555,52.1782
-75.5538,52.1831
-75.5526,52.188
-75.5513,52.1929
-75.55,52.1978
-75.5486,52.2028
-75.5472,52.2077
-75.5458,52.2127
-75.5443,52.2177
-75.5428,52.2228
-75.5412,52.2279
-75.5396,52.233
-75.5378,52.2383
-75.536,52.2436
-75.5341,52.2491
-75.5321,52.2547
-75.53,52.2606
-75.5277,52.2666
-75.5251,52.273
-75.5223,52.2797
-75.5191,52.2868
-75.5155,52.2944
-75.5113,52.3027
-75.5064,52.3117
-75.5008,52.3213
-75.4944,52.3316
-75.4871,52.3424
-75.4788,52.3538
-75.4697,52.3656
-75.4596,52.3779
-75.4485,52.3906
-75.4365,52.4038
-75.4236,52.4174
-75.4098,52.4315
-75.3951,52.446
-75.3795,52.461
-75.363,52.4764
-75.3458,52.4924
-75.3278,52.509
-75.309,52.5262
-75.2896,52.544
-75.2699,52.5621
-75.2503,52.5801
-75.2308,52.598
-75.2115,52.6158
-75.1923,52.6334
-75.1732,52.6509
-75.1544,52.6684
-75.1356,52.6856
-75.117,52.7027
-75.0985,52.7195
-75.0801,52.736
-75.0617,52.7521
-75.0433,52.7679
-75.0249,52.7831
-75.0064,52.7978
-74.988,52.812
-74.969,52.8261
-74.9491,52.8405
-74.9282,52.8552
-74.9069,52.8699
-74.8858,52.8844
-74.8646,52.8986
-74.8436,52.9126
-74.8228,52.9265
-74.8022,52.9401
-74.7817,52.9536
-74.7615,52.9669
-74.7413,52.9798
-74.7213,52.9924
-74.7014,53.0044
-74.6815,53.016
-74.6618,53.0269
-74.6415,53.0376
-74.6201,53.0483
-74.5977,53.0589
-74.5743,53.0697
-74.5498,53.0804
-74.5244,53.0912
-74.4978,53.1019
-74.4707,53.1124
-74.4431,53.1228
-74.4149,53.1331
-74.3866,53.143
-74.3582,53.1526
-74.3296,53.1619
-74.301,53.1708
-74.2723,53.1795
-74.2435,53.1879
-74.2146,53.1961
-74.1857,53.204
-74.1567,53.2117
-74.1277,53.2193
-74.0986,53.2266
-74.0695,53.2338
-74.0403,53.2408
-74.0111,53.2476
-73.9818,53.2542
-73.9525,53.2606
-73.9231,53.2668
-73.8938,53.2729
-73.8643,53.2788
-73.8349,53.2845
-73.8054,53.29
-73.7759,53.2953
-73.7463,53.3005
-73.7168,53.3056
-73.6872,53.3105
-73.6576,53.3154
-73.6279,53.3201
-73.5983,53.3247
-73.5686,53.3292
-73.539,53.3337
-73.5093,53.338
-73.4796,53.3422
-73.4499,53.3463
-73.4201,53.3503
-73.3904,53.3542
-73.3606,53.358
-73.3309,53.3618
-73.3011,53.3655
-73.2713,53.3693
-73.2416,53.3729
-73.2118,53.3766
-73.182,53.3802
-73.1522,53.3838
-73.1224,53.3874
-73.0926,53.3909
-73.0628,53.3944
-73.033,53.3978
-73.0032,53.4013
-72.9734,53.4048
-72.9436,53.4083
-72.9139,53.4118
-72.8841,53.4153
-72.8543,53.4189
-72.8245,53.4225
-72.7947,53.426
-72.7649,53.4296
-72.7351,53.433
-72.7053,53.4365
-72.6755,53.4399
-72.6457,53.4433
-72.6159,53.4466
-72.5861,53.45
-72.5563,53.4533
-72.5265,53.4567
-72.4967,53.4602
-72.4668,53.4636
-72.4371,53.4671
-72.4073,53.4706
-72.3775,53.4741
-72.3477,53.4777
-72.3179,53.4812
-72.2881,53.4847
-72.2583,53.4881
-72.2285,53.4915
-72.1987,53.4949
-72.1689,53.4983
-72.139,53.5016
-72.1092,53.5049
-72.0794,53.5081
-72.0496,53.5114
-72.0197,53.5146
-71.9899,53.5178
-71.9601,53.5211
-71.9303,53.5244
-71.9005,53.5277
-71.8707,53.531
-71.8408,53.5344
-71.811,53.5377
-71.7812,53.541
-71.7514,53.5443
-71.7216,53.5476
-71.6917,53.5508
-71.6619,53.5539
-71.6321,53.5571
-71.6022,53.5603
-71.5724,53.5635
-71.5426,53.5667
-71.5128,53.5699
-71.4829,53.5733
-71.4531,53.5766
-71.4233,53.5798
-71.3935,53.583
-71.3637,53.5862
-71.3338,53.5894
-71.304,53.5925
-71.2741,53.5956
-71.2443,53.5987
-71.2145,53.6017
-71.1846,53.6047
-71.1547,53.6076
-71.1249,53.6106
-71.095,53.6136
-71.0652,53.6166
-71.0353,53.6196
-71.0055,53.6226
-70.9756,53.6255
-70.9458,53.6284
-70.9159,53.6313
-70.8861,53.6342
-70.8562,53.637
-70.8263,53.6399
-70.7965,53.6428
-70.7666,53.6456
-70.7367,53.6484
-70.7069,53.6511
-70.677,53.6539
-70.6471,53.6565
-70.6172,53.6592
-70.5873,53.6618
-70.5574,53.6643
