timestamp,car0speed,car1speed,car0car1TTC,car0car1distance,car0car1collision
3438682599,0.047550,0.047550,1231.818970,117.125120,0
3478648507,0.427950,0.427950,136.845481,117.106104,0
3518646265,0.808350,0.808350,72.415960,117.056657,0
3558657164,1.188750,1.188750,49.207922,116.976777,0
3598635641,1.569150,1.569150,37.242338,116.866465,0
3638627939,1.949550,1.949550,29.938419,116.725720,0
3678622989,2.329950,2.329950,25.013024,116.554542,0
3718627481,2.710350,2.710350,21.464765,116.352930,0
3758626144,3.090750,3.090750,18.785231,116.120886,0
3798629920,3.471150,3.471150,16.688854,115.858412,0
3838786442,3.851550,3.851550,15.002588,115.565507,0
3878608543,4.231950,4.231950,13.615739,115.242167,0
3918662315,4.612350,4.612350,12.454475,114.888395,0
3958610882,4.992750,4.992750,11.467109,114.504192,0
3998624666,5.373150,5.373150,10.616636,114.089556,0
4038601802,5.753550,5.753550,9.876096,113.644489,0
4078604399,6.133026,6.133026,9.226227,113.168998,0
4118587875,6.487867,6.487867,8.682678,112.663949,0
4158675845,6.810147,6.810147,8.232784,112.131835,0
4198606534,7.102854,7.102854,7.854253,111.575139,0
4238578626,7.368702,7.368702,7.531677,110.996117,0
4278572256,7.610155,7.610155,7.253465,110.396819,0
23602306,7.829452,7.829452,7.010690,109.779105,0
63602540,8.028625,8.028625,6.797276,109.144662,0
103587671,8.209523,8.209523,6.608152,108.495028,0
143591200,8.373820,8.373820,6.438714,107.831596,0
183611936,8.523042,8.523042,6.286250,107.155632,0
223621596,8.658570,8.658570,6.148417,106.468287,0
263623321,8.781662,8.781662,6.022405,105.770604,0
303578697,8.893459,8.893459,5.906787,105.063532,0
343598978,8.994998,8.994998,5.800586,104.347933,0
383592682,9.087219,9.087219,5.701943,103.624590,0
423574662,9.170977,9.170977,5.609803,102.894213,0
463594032,9.247050,9.247050,5.523908,102.157446,0
503587206,9.316142,9.316142,5.443325,101.414877,0
543565696,9.378894,9.378894,5.366826,100.667039,0
583588977,9.435888,9.435888,5.294391,99.914414,0
623586540,9.487652,9.487652,5.225889,99.157441,0
663603969,9.534666,9.534666,5.160164,98.396521,0
703579639,9.577366,9.577366,5.097027,97.632014,0
743580500,9.616148,9.616148,5.036752,96.864251,0
783549665,9.651371,9.651371,4.978885,96.093531,0
823572170,9.683362,9.683362,4.922284,95.320128,0
863566052,9.712417,9.712417,4.867233,94.544285,0
903550430,9.738806,9.738806,4.814188,93.766222,0
943561114,9.762774,9.762774,4.762946,92.986145,0
983539985,9.784542,9.784542,4.712266,92.204241,0
1023545285,9.804313,9.804313,4.662374,91.420678,0
1063597888,9.822270,9.822270,4.613843,90.635605,0
1103652779,9.838579,9.838579,4.566658,89.849162,0
1143549613,9.853391,9.853391,4.519740,89.061475,0
1183552527,9.866844,9.866844,4.473262,88.272659,0
1223550089,9.879063,9.879063,4.427775,87.482816,0
1263537420,9.890160,9.890160,4.383284,86.692041,0
1303528901,9.900239,9.900239,4.338756,85.900421,0
1343543904,9.909394,9.909394,4.294401,85.108034,0
1383534733,9.917708,9.917708,4.250786,84.314947,0
1423536557,9.925259,9.925259,4.207969,83.521224,0
1463517119,9.932117,9.932117,4.165004,82.726925,0
1503527879,9.938346,9.938346,4.122085,81.932104,0
1543522255,9.944004,9.944004,4.079761,81.136808,0
1583526647,9.949142,9.949142,4.038086,80.341079,0
1623532437,9.953809,9.953809,3.996130,79.544960,0
1663508794,9.958048,9.958048,3.954100,78.748487,0
1703513643,9.961897,9.961897,3.912543,77.951689,0
1743577513,9.965394,9.965394,3.871544,77.154595,0
1783497771,9.968569,9.968569,3.830254,76.357236,0
1823519137,9.971453,9.971453,3.788859,75.559634,0
1863551351,9.974073,9.974073,3.747877,74.761812,0
1903482279,9.976452,9.976452,3.707376,73.963790,0
1943505408,9.978613,9.978613,3.666514,73.165589,0
1983492860,9.980575,9.980575,3.625486,72.367224,0
2023474799,9.982358,9.982358,3.584804,71.568707,0
2063484667,9.983977,9.983977,3.544615,70.770053,0
2103481998,9.985447,9.985447,3.504099,69.971276,0
2143478334,9.986782,9.986782,3.463323,69.172389,0
2183481978,9.987995,9.987995,3.422793,68.373400,0
2223474008,9.989097,9.989097,3.382760,67.574316,0
2263497440,9.990097,9.990097,3.342490,66.775148,0
2303469939,9.991006,9.991006,3.301912,65.975906,0
2343475438,9.991831,9.991831,3.261498,65.176594,0
2383444846,9.992581,9.992581,3.221558,64.377218,0
2423465678,9.993262,9.993262,3.181467,63.577784,0
2463461976,9.993880,9.993880,3.141022,62.778301,0
2503430580,9.994442,9.994442,3.100662,61.978771,0
2543465989,9.994952,9.994952,3.060746,61.179195,0
2583451316,9.995415,9.995415,3.020778,60.379581,0
2623420113,9.995836,9.995836,2.980441,59.579933,0
2663444805,9.996218,9.996218,2.940128,58.780253,0
2703433563,9.996565,9.996565,2.900206,57.980542,0
2743459800,9.996880,9.996880,2.860332,57.180804,0
2783416818,9.997166,9.997166,2.820081,56.381045,0
2823447095,9.997426,9.997426,2.779793,55.581264,0
2863438767,9.997663,9.997663,2.739837,54.781461,0
2903431406,9.997877,9.997877,2.700020,53.981640,0
2943417505,9.998072,9.998072,2.659842,53.181804,0
2983516623,9.998249,9.998249,2.619581,52.381953,0
3023392437,9.998409,9.998409,2.579599,51.582088,0
3063424942,9.998555,9.998555,2.539822,50.782210,0
3103393212,9.998688,9.998688,2.499707,49.982322,0
3143386671,9.998808,9.998808,2.459459,49.182425,0
3183420329,9.998918,9.998918,2.419432,48.382518,0
3223410816,9.999017,9.999017,2.379664,47.582600,0
3263409112,9.999107,9.999107,2.339604,46.782676,0
3303379545,9.999189,9.999189,2.299381,45.982747,0
3343394028,9.999264,9.999264,2.259332,45.182811,0
3383372259,9.999331,9.999331,2.219584,44.382867,0
3423371313,9.999392,9.999392,2.179625,43.582920,0
3463384596,9.999448,9.999448,2.139407,42.782972,0
3503383389,9.999499,9.999499,2.099256,41.983019,0
3543389973,9.999545,9.999545,2.059409,41.183059,0
3583478056,9.999586,9.999586,2.019519,40.383094,0
