timestamp,car0speed,car1speed,car0car1TTC,car0car1distance,car0car1collision
2672250006,0.000000,0.000000,inf,117.125596,0
2712278118,0.332850,0.332850,175.956241,117.113710,0
2752231141,0.713250,0.713250,82.082414,117.071872,0
2792221265,1.093650,1.093650,53.497662,116.999600,0
2832298357,1.474050,1.474050,39.655704,116.896896,0
2872256949,1.854450,1.854450,31.484223,116.763760,0
2912212535,2.234850,2.234850,26.087790,116.600190,0
2952180858,2.615250,2.615250,22.255576,116.406186,0
2992281771,2.995650,2.995650,19.391766,116.181750,0
3032266807,3.376050,3.376050,17.169061,115.926884,0
3072209268,3.756450,3.756450,15.392542,115.641586,0
3112295111,4.136850,4.136850,13.938878,115.325855,0
3152182572,4.517250,4.517250,12.726755,114.979691,0
3192241431,4.897650,4.897650,11.699881,114.603096,0
3232169965,5.278050,5.278050,10.818021,114.196068,0
3272255032,5.658450,5.658450,10.052145,113.758608,0
3312223520,6.038850,6.038850,9.380209,113.290717,0
3352241186,6.402333,6.402333,8.808732,112.792851,0
3392223435,6.732462,6.732462,8.337840,112.267261,0
3432172329,7.032297,7.032297,7.943126,111.716491,0
3472162465,7.304619,7.304619,7.607745,111.142850,0
3512184288,7.551953,7.551953,7.319409,110.548440,0
3552183428,7.776590,7.776590,7.068420,109.935165,0
3592183339,7.980615,7.980615,6.848157,109.304754,0
3632203973,8.165917,8.165917,6.653444,108.658782,0
3672181345,8.334216,8.334216,6.479391,107.998676,0
3712172806,8.487072,8.487072,6.322896,107.325733,0
3752175295,8.625901,8.625901,6.181678,106.641131,0
3792156777,8.751991,8.751991,6.052901,105.945940,0
3832089395,8.866511,8.866511,5.934766,105.241132,0
3872236721,8.970522,8.970522,5.826337,104.527588,0
3912161176,9.064989,9.064989,5.725976,103.806112,0
3952159485,9.150787,9.150787,5.632240,103.077430,0
3992160426,9.228713,9.228713,5.544820,102.342204,0
4032126435,9.299487,9.299487,5.463065,101.601033,0
4072128165,9.363768,9.363768,5.385573,100.854465,0
4112190647,9.422150,9.422150,5.312112,100.102994,0
4152153859,9.475174,9.474863,5.242804,99.347074,0
4192117712,9.523333,9.523051,5.176445,98.587117,0
4232116895,9.567073,9.566816,5.112623,97.823486,0
4272130876,9.606799,9.606566,5.051605,97.056517,0
17162283,9.642880,9.642668,4.993199,96.286519,0
57173736,9.675650,9.675458,4.936217,95.513769,0
97168723,9.705413,9.705238,4.880793,94.738519,0
137246479,9.732445,9.732286,4.827373,93.960997,0
177241485,9.756996,9.756852,4.775780,93.181411,0
217154312,9.779295,9.779164,4.724806,92.399953,0
257164002,9.799547,9.799428,4.674665,91.616796,0
297141836,9.817941,9.817833,4.625916,90.832092,0
337209423,9.834647,9.834549,4.578528,90.045982,0
377227139,9.849820,9.849731,4.531416,89.258599,0
417147811,9.863601,9.863520,4.484761,88.470059,0
457141940,9.876117,9.876044,4.439117,87.680467,0
497114721,9.887485,9.887418,4.394489,86.889919,0
537140713,9.897810,9.897749,4.349839,86.098505,0
577155614,9.907187,9.907132,4.305375,85.306306,0
617150617,9.915704,9.915654,4.261664,84.513389,0
657138996,9.923439,9.923393,4.218760,83.719821,0
697131464,9.930464,9.930423,4.175715,82.925663,0
737126404,9.936845,9.936807,4.132723,82.130970,0
777139270,9.942640,9.942606,4.090334,81.335789,0
817124722,9.947904,9.947873,4.048600,80.540166,0
857152474,9.952684,9.952656,4.006593,79.744143,0
897104770,9.957026,9.957000,3.964517,78.947756,0
937114237,9.960969,9.960946,3.922919,78.151037,0
977210478,9.964551,9.964530,3.881946,77.354015,0
1017102091,9.967804,9.967785,3.840686,76.556721,0
1057118252,9.970758,9.970741,3.799211,75.759181,0
1097085225,9.973441,9.973426,3.758070,74.961414,0
1137125259,9.975878,9.975864,3.717530,74.163441,0
1177115105,9.978092,9.978079,3.676781,73.365282,0
1217086607,9.980102,9.980090,3.635742,72.566956,0
1257106148,9.981928,9.981917,3.594928,71.768476,0
1297116809,9.983586,9.983577,3.554673,70.969855,0
1337107966,9.985093,9.985084,3.514280,70.171108,0
1377075313,9.986460,9.986452,3.473524,69.372249,0
1417156392,9.987703,9.987696,3.432887,68.573285,0
1457075954,9.988831,9.988825,3.392765,67.774224,0
1497078865,9.989856,9.989850,3.352610,66.975076,0
1537134615,9.990787,9.990782,3.312067,66.175852,0
1577061983,9.991632,9.991627,3.271570,65.376558,0
1617091328,9.992400,9.992396,3.231524,64.577196,0
1657085879,9.993098,9.993093,3.191543,63.777777,0
1697131154,9.993731,9.993727,3.151152,62.978306,0
1737066322,9.994306,9.994303,3.110727,62.178788,0
1777069154,9.994829,9.994826,3.070686,61.379223,0
1817053355,9.995303,9.995300,3.030810,60.579618,0
1857059600,9.995734,9.995732,2.990540,59.779978,0
1897079480,9.996126,9.996123,2.950185,58.980306,0
1937035478,9.996481,9.996479,2.910152,58.180602,0
1977095822,9.996804,9.996802,2.870356,57.380871,0
2017123214,9.997097,9.997096,2.830180,56.581117,0
2057069035,9.997364,9.997362,2.789855,55.781342,0
2097070890,9.997606,9.997604,2.749785,54.981545,0
2137127943,9.997825,9.997824,2.710013,54.181728,0
2177049329,9.998025,9.998024,2.669916,53.381895,0
2217005396,9.998206,9.998205,2.629638,52.582048,0
2257015004,9.998371,9.998370,2.589561,51.782186,0
2297045144,9.998520,9.998519,2.549762,50.982311,0
2337029353,9.998656,9.998655,2.509690,50.182425,0
2377083583,9.998779,9.998779,2.469469,49.382529,0
2417043301,9.998891,9.998891,2.429444,48.582623,0
2457096578,9.998993,9.998992,2.389667,47.782708,0
2497075434,9.999085,9.999085,2.349604,46.982786,0
2537058278,9.999169,9.999169,2.309387,46.182860,0
2576998318,9.999246,9.999245,2.269346,45.382925,0
2617007594,9.999315,9.999315,2.229542,44.582982,0
2657069845,9.999378,9.999377,2.189493,43.783035,0
2697023986,9.999435,9.999435,2.149312,42.983084,0
2737023335,9.999487,9.999486,2.109302,42.183128,0
2776998681,9.999534,9.999534,2.069507,41.383168,0
2817030391,9.999577,9.999576,2.029464,40.583205,0
2857004224,9.999615,9.999615,1.989285,39.783241,0
2896968470,9.999651,9.999650,1.949255,38.983272,0
2937000655,9.999683,9.999682,1.909458,38.183299,0
2976996553,9.999712,9.999712,1.869454,37.383324,0
3016978098,9.999738,9.999738,1.829283,36.583350,0
3056987624,9.999762,9.999762,1.789218,35.783372,0
3096982082,9.999784,9.999784,1.749389,34.983390,0
3136981503,9.999804,9.999804,1.709419,34.183407,0
3176978034,9.999822,9.999822,1.669275,33.383425,0
3216953505,9.999838,9.999838,1.629200,32.583441,0
3256978464,9.999853,9.999853,1.589347,31.783453,0
3296988129,9.999867,9.999866,1.549406,30.983465,0
3336971294,9.999879,9.999879,1.509282,30.183478,0
3377041028,9.999890,9.999890,1.469191,29.383491,0
3416973239,9.999900,9.999900,1.429300,28.583500,0
3456959896,9.999909,9.999909,1.389376,27.783508,0
3496957417,9.999918,9.999917,1.349278,26.983517,0
3536957665,9.999925,9.999925,1.309188,26.183525,0
3577025575,9.999932,9.999932,1.269265,25.383532,0
3616947987,9.999938,9.999938,1.229357,24.583537,0
3656944738,9.999944,9.999944,1.189282,23.783545,0
3696965781,9.999949,9.999949,1.149190,22.983552,0
3736970885,9.999954,9.999954,1.109231,22.183557,0
3776950592,9.999958,9.999958,1.069324,21.383561,0
3816952281,9.999962,9.999962,1.029273,20.583566,0
3856952521,9.999965,9.999965,0.989191,19.783571,0
3896920321,9.999969,9.999968,0.949213,18.983575,0
3936930146,9.999971,9.999971,0.909306,18.183577,0
3976900042,9.999974,9.999974,0.869274,17.383582,0
4016927970,9.999976,9.999976,0.829198,16.583587,0
4056931031,9.999979,9.999979,0.789194,15.783591,0
4096920094,9.999981,9.999981,0.749272,14.983593,0
4136990089,9.999982,9.999982,0.709258,14.183595,0
4176969936,9.999984,9.999984,0.669197,13.383599,0
4216916055,9.999985,9.999985,0.629188,12.583602,0
4256910507,9.999987,9.999987,0.589243,11.783603,0
1993597,9.999988,9.999988,0.549232,10.983605,0
41944607,9.999989,9.999989,0.509190,10.183607,0
81910915,9.999990,9.999990,0.469189,9.383609,0
121935414,9.999991,9.999991,0.429232,8.583610,0
161928581,9.999992,9.999992,0.389222,7.783613,0
201928002,9.999993,9.999993,0.349190,6.983617,0
241927050,9.999993,9.999993,0.309184,6.183620,0
281938845,9.714693,9.714693,0.277557,5.392180,0
321930787,9.334293,9.334293,0.248058,4.630220,0
361919179,8.953893,8.953893,0.217732,3.898693,0
401921063,8.573493,8.573493,0.186488,3.197598,0
441919896,8.193093,8.193093,0.154212,2.526935,0
481923338,7.812693,7.812693,0.120762,1.886704,0
521928464,7.432293,7.432293,0.085922,1.276906,0
561906911,7.051893,7.051893,0.049473,0.697549,0
601920739,6.766593,6.766593,0.020927,0.283039,1
641921480,6.291093,6.291093,-0.029408,0.369976,1
681906188,5.910693,5.910693,-0.072591,0.858007,0
721872216,5.530293,5.530293,-0.118979,1.315628,0
761968612,5.149893,5.149893,-0.169254,1.742824,0
801885490,4.769493,4.769493,-0.224344,2.139589,0
841898588,4.389093,4.389093,-0.285490,2.505924,0
881894088,4.008693,4.008693,-0.354460,2.841833,0
921881836,3.628293,3.628293,-0.433726,3.147312,0
961883179,3.247893,3.247893,-0.526867,3.422359,0
1001875708,2.867493,2.867493,-0.639404,3.666973,0
1041887260,2.487093,2.487093,-0.780266,3.881154,0
1081937175,2.106693,2.106693,-0.964768,4.064904,0
1121932359,1.726293,1.726293,-1.221757,4.218223,0
1161873661,1.345893,1.345893,-1.612727,4.341110,0
1201869170,0.965493,0.965493,-2.296010,4.433565,0
1241871374,0.585093,0.585093,-3.841771,4.495587,0
1281929715,0.260210,0.260210,-8.701069,4.528202,0
1321913728,0.111901,0.111901,-20.296112,4.542314,0
1361872093,0.048122,0.048122,-47.258682,4.548383,0
1401843949,0.020695,0.020695,-109.956179,4.550993,0
1441867902,0.008900,0.008900,-255.749997,4.552115,0
1481835170,0.003827,0.003827,-594.772106,4.552598,0
1521848361,0.001646,0.001646,-1383.118220,4.552805,0
