timestamp,car0speed,car1speed,car0car1TTC,car0car1distance,car0car1collision
3593444292,0.237750,0.237750,246.351335,117.119415,0
3633436861,0.618150,0.618150,94.721740,117.085185,0
3673438490,0.998550,0.998550,58.603622,117.020521,0
3713435482,1.378950,1.378950,42.401315,116.925425,0
3753434453,1.759350,1.759350,33.196647,116.799897,0
3793423204,2.139750,2.139750,27.257682,116.643935,0
3833430750,2.520150,2.520150,23.105722,116.457540,0
3873406519,2.900550,2.900550,20.037766,116.240712,0
3913412905,3.280950,3.280950,17.676825,115.993453,0
3953428493,3.661350,3.661350,15.802483,115.715764,0
3993419839,4.041750,4.041750,14.276998,115.407641,0
4033411520,4.422150,4.422150,13.010539,115.069085,0
4073413350,4.802550,4.802550,11.941665,114.700098,0
4113414257,5.182950,5.182950,11.026624,114.300678,0
4153420085,5.563350,5.563350,10.234041,113.870826,0
4193404300,5.943750,5.943750,9.540386,113.410543,0
4233416047,6.314715,6.314715,8.941024,112.920022,0
4273441688,6.652884,6.652884,8.447611,112.401114,0
18427057,6.960022,6.960022,8.035684,111.856414,0
58415767,7.238976,7.238976,7.686751,111.288286,0
98432283,7.492333,7.492333,7.387674,110.698883,0
138425422,7.722441,7.722441,7.128069,110.090155,0
178416276,7.931434,7.931434,6.900635,109.463875,0
218433678,8.121250,8.121250,6.700018,108.821654,0
258439768,8.293648,8.293648,6.521169,108.164955,0
298413088,8.450226,8.450226,6.360499,107.495106,0
338448699,8.592436,8.592436,6.215693,106.813314,0
378404785,8.721597,8.721597,6.084052,106.120676,0
418408813,8.838906,8.838906,5.963352,105.418186,0
458456026,8.945450,8.945450,5.852594,104.706748,0
498400418,9.042217,9.042217,5.750426,103.987184,0
538468964,9.130105,9.130105,5.655077,103.260239,0
578389360,9.209929,9.209929,5.566097,102.526590,0
618422582,9.282427,9.282427,5.483069,101.786852,0
658445523,9.348273,9.348273,5.404578,101.041586,0
698427393,9.408077,9.408077,5.330092,100.291297,0
738393188,9.462393,9.462393,5.259716,99.536445,0
778437484,9.511725,9.511725,5.192718,98.777451,0
818393438,9.556530,9.556530,5.128252,98.014695,0
858414653,9.597223,9.597223,5.066522,97.248520,0
898389572,9.634183,9.634183,5.007581,96.479243,0
938435929,9.667751,9.667751,4.950277,95.707148,0
978362901,9.698239,9.698239,4.894424,94.932493,0
1018418108,9.725929,9.725929,4.840483,94.155512,0
1058423591,9.751078,9.751078,4.788554,93.376417,0
1098328377,9.773920,9.773920,4.737452,92.595405,0
1138380651,9.794665,9.794665,4.687052,91.812652,0
1178359785,9.813507,9.813507,4.637923,91.028317,0
1218331089,9.830620,9.830620,4.590295,90.242542,0
1258354408,9.846163,9.846163,4.543142,89.455461,0
1298406766,9.860279,9.860279,4.496322,88.667197,0
1338358615,9.873100,9.873100,4.450390,87.877855,0
1378382043,9.884745,9.884745,4.405603,87.087535,0
1418356992,9.895321,9.895321,4.360982,86.296327,0
1458355297,9.904927,9.904927,4.316419,85.504315,0
1498361238,9.913651,9.913651,4.272482,84.711569,0
1538389599,9.921574,9.921574,4.229460,83.918155,0
1578371101,9.928771,9.928771,4.186473,83.124138,0
1618366478,9.935307,9.935307,4.143417,82.329572,0
1658379610,9.941243,9.941243,4.100839,81.534508,0
1698413929,9.946635,9.946635,4.059024,80.738990,0
1738392968,9.951532,9.951532,4.017105,79.943062,0
1778356370,9.955979,9.955979,3.974996,79.146762,0
1818412135,9.960019,9.960019,3.933240,78.350122,0
1858370677,9.963687,9.963687,3.892181,77.553172,0
1898361593,9.967020,9.967020,3.851037,76.755942,0
1938373308,9.970046,9.970046,3.809563,75.958461,0
1978392763,9.972795,9.972795,3.768289,75.160749,0
2018350224,9.975291,9.975291,3.727641,74.362824,0
2058332588,9.977558,9.977558,3.687008,73.564709,0
2098402303,9.979618,9.979618,3.645996,72.766423,0
2138323511,9.981488,9.981488,3.605076,71.967980,0
2178330168,9.983187,9.983187,3.564692,71.169393,0
2218344537,9.984729,9.984729,3.524412,70.370676,0
2258340954,9.986131,9.986131,3.483710,69.571843,0
2298331220,9.987403,9.987403,3.443000,68.772904,0
2338338994,9.988559,9.988559,3.402738,67.973866,0
2378357844,9.989609,9.989609,3.362682,67.174739,0
2418330060,9.990563,9.990563,3.322207,66.375533,0
2458309771,9.991429,9.991429,3.281655,65.576256,0
2498322732,9.992215,9.992215,3.241478,64.776910,0
2538317804,9.992930,9.992930,3.201579,63.977504,0
2578298521,9.993578,9.993578,3.161269,63.178046,0
2618312948,9.994168,9.994168,3.120805,62.378539,0
2658263505,9.994703,9.994703,3.080636,61.578986,0
2698287110,9.995189,9.995189,3.040812,60.779390,0
2738337150,9.995630,9.995630,3.000630,59.979758,0
2778292599,9.996031,9.996031,2.960252,59.180094,0
2818287070,9.996396,9.996396,2.920106,58.380398,0
2858294291,9.996726,9.996726,2.880324,57.580673,0
