timestamp,car0speed,car1speed,car0car1TTC,car0car1distance,car0car1collision
3477112401,0.000000,0.000000,inf,117.125596,0
3517127819,0.332850,0.332850,175.956241,117.113710,0
3557132323,0.713250,0.713250,82.082414,117.071872,0
3597121727,1.093650,1.093650,53.497662,116.999600,0
3637097548,1.474050,1.474050,39.655704,116.896896,0
3677094749,1.854450,1.854450,31.484223,116.763760,0
3717057121,2.234850,2.234850,26.087790,116.600190,0
3757050752,2.615250,2.615250,22.255576,116.406186,0
3797052513,2.995650,2.995650,19.391766,116.181750,0
3837030600,3.376050,3.376050,17.169061,115.926884,0
3877065534,3.756450,3.756450,15.392542,115.641586,0
3917017970,4.136850,4.136850,13.938878,115.325855,0
3957030221,4.517250,4.517250,12.726755,114.979691,0
3997001437,4.897650,4.897650,11.699881,114.603096,0
4037006648,5.278050,5.278050,10.818021,114.196068,0
4076983573,5.658450,5.658450,10.052145,113.758608,0
4117039323,6.038850,6.038850,9.380209,113.290717,0
4156986221,6.402333,6.402333,8.808732,112.792851,0
4197009834,6.732462,6.732462,8.337840,112.267261,0
4236976424,7.032297,7.032297,7.943126,111.716491,0
4276952890,7.304619,7.304619,7.607745,111.142850,0
22006085,7.551953,7.551953,7.319409,110.548440,0
62005808,7.776590,7.776590,7.068420,109.935165,0
101958998,7.980615,7.980615,6.848157,109.304754,0
141908203,8.165917,8.165917,6.653444,108.658782,0
181977853,8.334216,8.334216,6.479391,107.998676,0
222024580,8.487072,8.487072,6.322896,107.325733,0
261928025,8.625901,8.625901,6.181678,106.641131,0
301959310,8.751991,8.751991,6.052901,105.945940,0
341922645,8.866511,8.866511,5.934766,105.241132,0
381979949,8.970522,8.970522,5.826337,104.527588,0
421898203,9.064989,9.064989,5.725976,103.806112,0
461937674,9.150787,9.150787,5.632240,103.077430,0
501903465,9.228713,9.228713,5.544820,102.342204,0
541879938,9.299487,9.299487,5.463065,101.601033,0
581869346,9.363768,9.363768,5.385573,100.854465,0
621904750,9.422150,9.422150,5.312112,100.102994,0
661847759,9.475174,9.475174,5.242717,99.347070,0
701883298,9.523333,9.523333,5.176368,98.587101,0
741931748,9.567073,9.567073,5.112553,97.823459,0
781849779,9.606799,9.606799,5.051542,97.056480,0
821843677,9.642880,9.642880,4.993142,96.286472,0
861812229,9.675650,9.675650,4.936165,95.513715,0
901795454,9.705413,9.705413,4.880746,94.738458,0
941809826,9.732445,9.732445,4.827330,93.960928,0
981812564,9.756996,9.756996,4.775741,93.181336,0
1021794665,9.779295,9.779295,4.724770,92.399873,0
1061784312,9.799547,9.799547,4.674633,91.616711,0
1101756192,9.817941,9.817941,4.625886,90.832002,0
1141836133,9.834647,9.834647,4.578501,90.045889,0
1181762548,9.849820,9.849820,4.531391,89.258502,0
1221764320,9.863601,9.863601,4.484737,88.469959,0
1261822685,9.876117,9.876117,4.439095,87.680363,0
1301740996,9.887485,9.887485,4.394468,86.889812,0
1341762698,9.897810,9.897810,4.349820,86.098397,0
1381727636,9.907187,9.907187,4.305358,85.306195,0
1421773952,9.915704,9.915704,4.261647,84.513276,0
1461723939,9.923439,9.923439,4.218744,83.719705,0
1501698688,9.930464,9.930464,4.175700,82.925546,0
1541694519,9.936845,9.936845,4.132709,82.130851,0
1581624907,9.942640,9.942640,4.090321,81.335669,0
1621681051,9.947904,9.947904,4.048588,80.540045,0
1661670353,9.952684,9.952684,4.006581,79.744020,0
1701628594,9.957026,9.957026,3.964505,78.947633,0
1741622627,9.960969,9.960969,3.922908,78.150912,0
1781638243,9.964551,9.964551,3.881935,77.353889,0
1821635685,9.967804,9.967804,3.840676,76.556595,0
1861640853,9.970758,9.970758,3.799202,75.759054,0
1901622917,9.973441,9.973441,3.758061,74.961287,0
1941598421,9.975878,9.975878,3.717521,74.163312,0
1981631991,9.978092,9.978092,3.676772,73.365153,0
2021617580,9.980102,9.980102,3.635733,72.566827,0
2061638657,9.981928,9.981928,3.594919,71.768346,0
2101591430,9.983586,9.983586,3.554665,70.969725,0
2141638825,9.985093,9.985093,3.514272,70.170978,0
2181571085,9.986460,9.986460,3.473516,69.372118,0
2221555660,9.987703,9.987703,3.432879,68.573154,0
2261547675,9.988831,9.988831,3.392757,67.774092,0
2301554228,9.989856,9.989856,3.352602,66.974945,0
2341599839,9.990787,9.990787,3.312059,66.175720,0
2381535379,9.991632,9.991632,3.271562,65.376425,0
2421607135,9.992400,9.992400,3.231516,64.577064,0
2461527379,9.993098,9.993098,3.191536,63.777644,0
2501483187,9.993731,9.993731,3.151145,62.978173,0
2541555575,9.994306,9.994306,3.110720,62.178655,0
2581589244,9.994829,9.994829,3.070679,61.379090,0
2621470400,9.995303,9.995303,3.030802,60.579485,0
2661524393,9.995734,9.995734,2.990533,59.779845,0
2701524081,9.996126,9.996126,2.950178,58.980173,0
2741450955,9.996481,9.996481,2.910145,58.180469,0
2781439205,9.996804,9.996804,2.870349,57.380738,0
2821434865,9.997097,9.997097,2.830173,56.580984,0
2861427816,9.997364,9.997364,2.789849,55.781209,0
2901412240,9.997606,9.997606,2.749778,54.981412,0
2941411526,9.997825,9.997825,2.710006,54.181594,0
2981403277,9.998025,9.998025,2.669909,53.381761,0
3021375627,9.998206,9.998206,2.629631,52.581915,0
3061371385,9.998371,9.998371,2.589555,51.782053,0
3101391671,9.998520,9.998520,2.549756,50.982177,0
3141374651,9.998656,9.998656,2.509683,50.182291,0
3181377493,9.998779,9.998779,2.469462,49.382395,0
3221366057,9.998891,9.998891,2.429437,48.582489,0
3261352493,9.998993,9.998993,2.389660,47.782574,0
